tmid,period_min,period_max,place,diplomatic,lemmatized
74003,4,5,Kysis,Ἥρων Παπ̣[όλλωνι] [χ(αίρειν)] δὸς Ἀβρη̣[ὰμ] [ἄρτου] [ἀν]-νόνας* [μόνας] Μεσο̣ρ̣[ὴ],"[['Ἥρων', 'Παπόλλων', 'χαίρω', 'δίδωμι', 'Ἀβρηάμ', 'ἄρτος', 'ἀννώνη', '_'], ['_', 'μόνος', 'Μεσορή', '_', ''], ['_', '_', '']]"
30048,3,3,Arsinoites,"π̣α̣ρὰ τῶ̣ν λων ἐπι* ὧν Κασσιανοῦ ὅτι οὔπω̣ ἀπηρτίσθη . δι̣ὸ καλῶς ποήσεις* ἢ λαβὼν τὰς λοιπὰς ἑκατὸν δραχμὰς παρὰ Κ̣[α]σ̣ιανοῦ , λέγει γὰρ δεδω-κέναι [σ]οι τὰς ἄλλας ἑκατὸν εἰς συνπλ̣ή̣ρωσιν τῶν διακοσίων δραχμῶν , ἀν̣τ̣ιγράψας μοι̣ ἅ̣μα καὶ τὴν εἰς̣ Σ̣αβ̣εῖνον πρᾶσ̣ιν̣ ἐ̣π̣ι̣-πέμψας μοι ἵνʼ εἰς ὄνομα ἐκεί-νου ἄλλην σοι πέμψω , ἢ ἀπαρ-τίσας π̣ρὸς̣ Σαβεῖνον . [ἀντιγρά]-ψεις δέ μοι καὶ παρʼ οὗ λα[μβάνεις] τὸ ἀργυρειδιν* διὰ π̣αρὰ","[['_', ''], ['_', '_', '_', 'παρά', 'ὁ', '_', ''], ['_', '_', 'ἐπί', 'ὅς', 'Κασσιανός', 'ὅτι', 'οὔπω', 'ἀπαρτίζω', '.', ''], ['διό', 'καλός', 'ποιέω', 'ἤ', 'λαμβάνω', 'ὁ', 'λοιπός', 'ἑκατόν', 'δραχμή', 'παρά', 'Κασιανός', ',', 'λέγω', 'γάρ', 'δίδωμι', 'σύ', 'ὁ', 'ἄλλος', 'ἑκατόν', 'εἰς', 'συνπλήρωσις', 'ὁ', 'διακόσιοι', 'δραχμή', ',', 'ἀντιγράφω', 'ἐγώ', 'ἅμα', 'καί', 'ὁ', 'εἰς', 'Σαβεῖνος', 'πρᾶσις', 'ἐπιπέμπω', 'ἐγώ', 'ἵνα', 'εἰς', 'ὄνομα', 'ἐκεῖνος', 'ἄλλος', 'σύ', 'πέμπω', ',', 'ἤ', 'ἀπαρτίζω', 'πρός', 'Σαβεῖνος', '.'], ['ἀντιγράφω', 'δέ', 'ἐγώ', 'καί', 'παρά', 'ὅς', 'λαμβάνω', 'ὁ', 'ἀργυρίδιον', 'διά', '_'], ['_', '_', ''], ['_', '_', ''], ['παρά', '_', '']]"
74914,1,1,Masada,δὸς κ̣(άβους) ζ σί(του) ὀναγοῖς εἰς ὄπ(τησιν),"[['δίδωμι', 'κάβος', 'ζ#', 'σῖτος', 'ὀναγός', 'εἰς', 'ὄπτησις']]"
73968,4,5,Kysis,λ Ψενοσῖρις π̣ρεσ̣(βύτερος) Καπάνις Τάεις καὶ Ὡρι-γένης . δὸς κριθῆς μό(δια) κβ (ἥμισυ) ὑ̣π̣ὲρ Προκοπίου,"[['λ#', 'Ψενοσιρις', 'πρέσβυς', 'Καπάνις', 'Τάεις', 'καί', 'Ὡριγένης', '.', ''], ['δίδωμι', 'κριθή', 'μόδιον', 'κβ#', 'ἥμισυς', 'ὑπέρ', 'Προκόπιος', '_', '_'], ['_', '_', '']]"
804,-3,-3,Alexandria,"Ἀπολλώνιος Ζήνωνι χαίρειν . μοσχεύματα ἀπίων καὶ φυτὰ ὅτι πλεῖστα παρακόμισον ἐγ* Μέμφεως , ἔκ τε τοῦ ἡμετέρου κήπου [καὶ] [ἐ]κ τῆς ἄκρας , καὶ τῶν γλυκυμήλων δὲ λαβὲ παρʼ Ἑρμαφίλου , [καὶ] [κατα]φύτευσον . ἔρρωσο . (ἔτους) λ , Δίου ιγ , Ἁθὺρ γ . (ἔτους) λ , Δίου κγ , Ἁθὺρ κγ . μοσχευμάτων . Ζήνωνι . μοσχευμάτων .","[['Ἀπολλώνιος', 'Ζήνων', 'χαίρω', '.', ''], ['μόσχευμα', 'ἄπιον', 'καί', 'φυτόν', 'ὅτι', 'πολύς', 'παρακομίζω', 'ἐκ', 'Μέμφις', ',', 'ἐκ', 'τε', 'ὁ', 'ἡμέτερος', 'κῆπος', 'καί', 'ἐκ', 'ὁ', 'ἄκρα', ',', 'καί', 'ὁ', 'γλυκύμηλον', 'δέ', 'λαμβάνω', 'παρά', 'Ἑρμάφιλος', ',', 'καί', 'καταφυτεύω', '.', ''], ['ῥώννυμι', '.'], ['ἔτος', 'λ#', ',', 'Δῖος', 'ιγ#', ',', 'Ἀθύρ', 'γ#', '.', ''], ['ἔτος', 'λ#', ',', 'Δῖος', 'κγ#', ',', 'Ἀθύρ', 'κγ#', '.', ''], ['μόσχευμα', '.', ''], ['Ζήνων', '.', ''], ['μόσχευμα', '.', '']]"
1192,-3,-3,Arsinoites,"τοὺς λοιπο[ὺς] Αξ περιεῖναι (δραχμὰς) ψ δὲ καὶ [ἀν]ε̣καλεσάμεθα ἐπὶ Μένανδρος̣ [ἠρ]νήσατο μήτε οὐθὲν δὲ οὔτ̣ε̣ α̣ὐτοῦ [κα]τ̣ασταθεὶς [δ]ιωρθῶσθα[ι] ὅσα Νέων ἔφη κ̣αὶ αὐτῆι ἔφασαν εἶν[α]ι̣ ἐλάβομ[εν] [ο]ὐκ ἔφη [ἐ]φόδιον (δραχμ…) κε δὲ αἶς ἔχων τὸ περιὸν τοῦ ἐφ[οδίου] τὰ δὲ λοιπά σοι (ἔτους) λγ , μηνὸς Ξ[ανδικοῦ]","[['_', ''], ['_', '_', ''], ['_', '_', ''], ['_', 'ὁ', 'λοιπός', '_', ''], ['_', '_', ''], ['_', 'Αξ', '_', ''], ['_', '_', ''], ['_', 'περίειμι', 'δραχμή', '͵ψ', '_', ''], ['_', '_', ''], ['_', 'δέ', 'καί', '_', ''], ['_', 'ἀνακαλέω', 'ἐπί', '_'], ['_', '_', ''], ['_', 'Μένανδρος', '_', ''], ['_', 'ἀρνέομαι', 'μήτε', '_'], ['_', '_', ''], ['_', 'οὐδείς', '_', ''], ['_', 'δέ', '_', ''], ['_', '_', ''], ['_', 'οὔτε', '_', ''], ['_', 'αὐτός', '_', ''], ['_', '_', ''], ['_', 'καθίστημι', '_', ''], ['_', 'διορθόω', '_', ''], ['_', '_', ''], ['_', 'ὅσος', 'Νέων', 'φημί', '_', '', ''], ['_', 'καί', 'αὐτός', '_', ''], ['_', '_', ''], ['_', 'φημί', 'εἰμί', '_'], ['_', 'λαμβάνω', '_'], ['_', '_', ''], ['_', 'οὐ', 'φημί', '_'], ['_', '_', ''], ['_', '_', ''], ['_', 'ἐφόδιον', '_', 'κε#', '_', ''], ['_', 'δέ', 'αἶς', '_', ''], ['_', 'ἔχω', 'ὁ', 'περιέρχομαι', 'ὁ', 'ἐφόδιον', '_'], ['_', 'ὁ', 'δέ', 'λοιπός', 'σύ', '_', ''], ['_', '_', ''], ['_', '_', ''], ['_', 'ἔτος', 'λγ', ',', 'μείς', 'Ξανδικός', '_']]"
14884,3,3,Theadelpheia,Παλας παρέλαβον τοῦ ὄξους δίχωρα̣,"[['Παλας', 'παραλαμβάνω', '_'], ['_', 'ὁ', 'ὄξος', 'δίχωρον', '_', '']]"
9252,1,1,Arsinoites,"Δίδυμος Ἀπολλωνίωι τῶι τιμιωτάτωι χαίρειν . καλῶς ποιήσεις συνελθὼν [Α]ἰ̣λου̣ρί̣ω̣ν̣ι̣ τῶι κομίζον-τί σοι τὸ ἐπ[ι]στ[ό]λιον , ὅπως εἰς τὴν ἑωρτὴν* περιστε-ρείδια* ἡμεῖν* ἀγοράσηι , καὶ ἐρωτηθεὶ̣ς̣ κ̣ατελ-θὼν συνευ̣ωχηθῇ[ς] ἡμεῖν* . τοῦτ[ο] οὖν ποιή-σας̣ ἔσῃ μοι μεγάλην χάριταν* κατ[α]τ̣ε̣θειμ[έ]νο(ς) . ἄσπασαι τοὺς σοὺς πάντας . ἔρρωσο . (ἔτους) τρίτου Αὐτοκράτορος Καίσαρος Δομιτιανοῦ Σεβαστοῦ Γερμανικοῦ Παχ(ὼν) ιε . εἰς Βακχιάδα [ἀπόδος] [Ἀπολλωνίωι] τῶι τιμιωτ[ά(τωι)]","[['Δίδυμος', 'Ἀπολλώνιος', 'ὁ', 'τίμιος', 'χαίρω', '.', ''], ['καλός', 'ποιέω', 'συνέρχομαι', 'Αἰλουρίων', 'ὁ', 'κομίζω', 'σύ', 'ὁ', 'ἐπιστόλιον', ',', 'ὅπως', 'εἰς', 'ὁ', 'ἑορτή', 'περιστερίδιον', 'ἐγώ', 'ἀγοράζω', ',', 'καί', 'ἐρωτάω', 'κατέρχομαι', 'συνευωχέω', 'ἐγώ', '.'], ['οὗτος', 'οὖν', 'ποιέω', 'εἰμί', 'ἐγώ', 'μέγας', 'χάρις', 'κατατίθημι', '.'], ['ἀσπάζομαι', 'ὁ', 'σός', 'πᾶς', '.'], ['ῥώννυμι', '.'], ['ἔτος', 'τρίτος', 'Αὐτοκράτωρ', 'Καῖσαρ', 'Δομιτιανός', 'Σεβαστός', 'Γερμανικός', 'Παχών', 'ιε#', '.', ''], ['εἰς', 'Βακχιάς', 'ἀποδίδωμι', 'Ἀπολλώνιος', 'ὁ', 'τίμιος']]"
1263,-3,-3,Arsinoites,"βασιλεύοντ[ος] [Πτολ]εμαίου τοῦ Πτολεμαίου Σω[τῆρος] [(ἔτους)] λε Φαμενὼθ κγ . ἔδω[κ]εν ἡμῖν Πύρων ὁ πρὸς τοῖς γ[ράμμ]ασιν τὴν ὑπογεγραμ[μένην] [ἐ]πιστο-λήν . ὑπάρχει παρά μο̣[ι] [τὸ] ἀν̣τ̣ί̣-γραφον σ̣ο̣ι̣ α̣ὐ̣τὸς αὐτὸν ἀγοράσας χάρ[τας] [καὶ] μισθωσάμενος τοὺς γ[ράψον]-τα[ς] , οὐδʼ οὕτω θέλει ἀπ[οδοῦ]-ναι , ἵνα ὃ ἂν βούληται ποιήσ̣η̣[ι] . ἔτι οὖν καὶ νῦν ἀξιῶ σε ἐπ[α]-[ναγκ]άσαι α[ὐτὸ]ν̣ π̣ροέσθαι μοι ὧν ἔχει λόγων [ἀντίγρα]φά μοι ἀποδοῦναι . [καλῶς] [οὖν] [ποι]ήσεις Ζήνωνί τε","[['βασιλεύω', 'Πτολεμαῖος', 'ὁ', 'Πτολεμαῖος', 'Σωτήρ', 'ἔτος', 'λε#', 'Φαμενώθ', 'κγ#', '.', ''], ['δίδωμι', 'ἐγώ', 'Πύρων', 'ὁ', 'πρός', 'ὁ', 'γράμμα', 'ὁ', 'ὑπογράφω', 'ἐπιστολή', '.'], ['ὑπάρχω', 'παρά', 'ἐγώ', 'ὁ', 'ἀντίγραφον', '_'], ['_', '_', '_', '_', '_', ''], ['_', 'σύ', '_', ''], ['_', '_', ''], ['_', '_', ''], ['_', ''], ['_', 'αὐτός', '_', ''], ['_', '_', ''], ['_', '_', ''], ['_', '_', '_', ''], ['_', 'αὐτός', 'ἀγοράζω', 'χάρτης', 'καί', 'μισθόω', 'ὁ', 'γράφω', ',', 'οὐδέ', 'οὕτως', 'ἐθέλω', 'ἀποδίδωμι', ',', 'ἵνα', 'ὅς', 'ἄν', 'βούλομαι', 'ποίησις', '.'], ['ἔτι', 'οὖν', 'καί', 'νῦν', 'ἀξιόω', 'σύ', 'ἐπαναγκάζω', 'αὐτός', 'προΐημι', 'ἐγώ', '_', 'ὅς', 'ἔχω', 'λόγος', '_', 'ἀντίγραφον', 'ἐγώ', 'ἀποδίδωμι', '.'], ['καλός', 'οὖν', 'ποιέω', 'Ζήνων', 'τε', '_'], ['_', '_', '']]"
4526,-1,-1,Herakleopolites,"[γ]ράφο̣ν̣τος τῶν δηλ[ο]υμένων ἐκφορίων κατʼ ἔτος ἐξ ὁμολόγου σπόρου προσαγομένων καὶ τῶν πυρῶ̣ν̣ ἐπὶ Πανίσκου τοῦ στρατηγήσαντος εἰσηγμένων προσῆκον \ἦν̣/ εἶ̣ν̣α̣ι̣ καὶ \ὑμᾶς/ τὸν Πίνδαρον ἀπῃτ̣ηκέν̣[αι] καὶ π̣ά̣ν̣τας̣ τῶν \τὸν/ \Ἡλιόδωρον/ Ἀράβων κατεσταλμένων \μ̣ε̣μ̣ι̣σ̣θ̣(…)/ \π̣ρ̣α̣χθη(…)/ καὶ π̣ά̣ν̣τ̣ω̣ν̣ \Ἀράβ̣ω̣ν̣/ ἐν τῆι μεγίστη[ι] εἰρήνηι γενονότων , τ̣ι̣θ̣εμ̣ένων δὲ καὶ ὑφʼ ἡμῶν ἐν τοῖς παρὰ τοῦ Ἡλιοδώρου ἀπαιτηθη[σο]-μένοις ἕνεκα τοῦ ὀφείλε̣ι̣ν μεταπαρ[ει]ληφότα τὰ τ[ῆς] στρατηγίας συνχρη[σάμε]νον ταῖς ὑπʼ αὐτοῦ γεγονυίαις π̣ροσαγωγα̣ῖ̣ς τῶν [μ]ὲν β[αι]νόν[των] \ἐν/ \τῆι/ \μεγίστη[ι]/ \[εἰρήνηι]/ \[μ]ε̣ν̣ό̣ν̣τ̣ω̣ν̣/ τὴν ἀπα̣[ίτησιν] περὶ κώμην Σ̣χμ̣ῶνθιν ἀ̣π̣ὸ̣ τ̣ῶ̣ν̣ ἑα̣τ̣ῶ̣ν̣* τῶν ἐκφορί[ω]ν τ̣ὰ̣ προσμετρ[ού]-[μενα] τοῦ Πινδάρου ἐν μ̣ετὰ τ̣ο̣ῦ̣","[['γράφω', 'ὁ', 'δηλόω', 'ἐκφόριον', 'κατά', 'ἔτος', 'ἐκ', 'ὁμόλογος', 'σπόρος', 'προσάγω', 'καί', 'ὁ', 'πυρός', 'ἐπί', 'Πανίσκος', 'ὁ', 'στρατηγέω', 'εἰσάγω', 'προσήκω', 'εἰμί', 'εἰμί', 'καί', 'σύ', '_', 'ὁ', 'Πίνδαρος', 'ἀπαιτέω', 'καί', 'πᾶς', 'ὁ', 'ὁ', 'Ἡλιόδωρος', 'Ἄραβες', 'καταστέλλω', '_', '_', '_', 'καί', 'πᾶς', '_', 'Ἄραβες', '_', 'ἐν', 'ὁ', 'μέγας', 'εἰρήνη', 'νόνω', ',', 'τίθημι', 'δέ', 'καί', 'ὑπό', 'ἐγώ', 'ἐν', 'ὁ', 'παρά', 'ὁ', 'Ἡλιόδωρος', 'ἀπαιτέω', 'ἕνεκα', 'ὁ', 'ὀφείλω', 'μεταπαραλαμβάνω', 'ὁ', 'ὁ', 'στρατηγία', 'συγχράω', 'ὁ', 'ὑπό', 'αὐτός', 'γίγνομαι', 'προσαγωγή', '_', 'ὁ', 'μέν', 'βαίνω', '_', 'ἐν', 'ὁ', 'μέγας', 'εἰρήνη', 'μένω', 'ὁ', 'ἀπαίτησις', '_', '_', '_', 'περί', 'κώμη', 'Σχμῶνθις', '_'], ['_', '_', 'ἀπό', 'ὁ', 'ἑαυτοῦ', '_', '_', ''], ['_', '_', ''], ['_', '_', 'ὁ', 'ἐκφόριον', 'ὁ', 'προσμετρέω', '_', 'ὁ', 'Πίνδαρος', 'ἐν', '_', 'μετά', 'ὁ', '_', ''], ['_', '']]"
28136,1,1,Egypt,"Χαιρήμων Διοσκόρῳ τῷ υἱῶι χαίρειν . περὶ ὧν ἔγραψας μελήσει μοι καὶ ἐγὼ δὲ σὲ ἐρ\ω/-τῶ π̣άντα τὰ μετέωρα ἀπαλλάξαι καὶ μὴ πά-λιν σεαυτῷ μετέωρα καταλείπε[ι]ν αἰσθόμε(νον) τὴν τοῦ καιροῦ πικρίαν · ἀπάλλαξον οὖν σεαυ-τὸν ἀπὸ παντὸς μετεώρου , ἵνα ἤδη ποτὲ ἀμέριμνος γένῃ καὶ \τὰ/ \\ἐμὰ/ μετεωρίδια/⟦ταεμετεωριδια⟧ ἤδη πο-τὲ τύχην σχῆι περὶ τῶν γλυκειδίων με-λησάτω σοι αἰσθομένῳ , ὅτι τρυγίᾳ χρῶμαι ὅρα οὖν , μὴ ἀμελήσῃς πολλάκις ὑπʼ ἐμοῦ περὶ τ[ο]ύτου παρακληθ[ε]ὶς καὶ εἰδὼς τὴν ἀνάγκην , καὶ Διονυσίῳ σύντυχε περὶ τοῦ κοφίνου τῆς σταφυλῆς καὶ πέρας λαβέτω ὑποδείξας αὐτῷ π[ε]ρὶ ἐνοικίου κοφίνων καὶ τειμῆς* σαρ-γανῶν καὶ περὶ Ἡρακλᾶτος μελησάτω σοι , ὁμοίως δὲ καὶ περὶ τῶν τοῦ Πτολλάρου αἰσ-θομένωι , ὅτι καὶ σοὶ τοῦτο ἀνήκει καὶ συμφέ-ρει Σισοίτι καὶ Πετσίρι ἐνετειλάμην · παρακλη-θεὶς δὲ σύντυχε Γεμεινᾶτι καὶ ἐπίγνωθι περὶ τοῦ ἡμιαρουρίου Σουηροῦτος , ἵνα παραγρά-φῃς καὶ τ[ο]ῦτο οὖν μοι παράσχου , ἵνα εἰδῶ , ὅτι με φιλεῖς π[ε]ρὶ τῶν ὀξειδίων* \περισσὸν/⟦περιστον⟧ ποιήσω ἔτι σοι περὶ τούτου ἐντελλόμενος · ταξάσθω σοι ὁ Ἡρακλᾶς ἡμέραν καὶ παρὰ Ἰσιδώρου γνῶθι [π]ερ[ὶ] τῶν ἄλλων οἶδα γὰρ ὅτι , ἐὰν θέλῃς , πάντα περαιωθήσεται · περὶ πάντων οὖν μελησάτω σοι , πολλακι* δέ σοι γράψωι* περὶ τῶν αὐτῶν , ἵνα μὴ ἀμελήσῃς · τάχειον δὲ καὶ σὺ παραγενοῦ , ἐπὶ* τὸ τῶν ταυρικῶν κατεπείγει . τὰ παιδία σου ἔρρωται · ἀσπάζου Φαβοῦλλον τὸν ἀδελφόν σου . ἔρρωσό μοι , γλυκύτατε , καὶ τὰ ὀξείδιά* μοι κόμισον . Διοσκόρωι τῶι υἱῶι .","[['Χαιρήμων', 'Διοσκόρος', 'ὁ', 'υἱός', 'χαίρω', '.', ''], ['περί', 'ὅς', 'γράφω', 'μέλω', 'ἐγώ', 'καί', 'ἐγώ', 'δέ', 'σύ', 'ἐρωτάω', 'πᾶς', 'ὁ', 'μετέωρος', 'ἀπαλλάσσω', 'καί', 'μή', 'πάλιν', 'σεαυτοῦ', 'μετέωρος', 'καταλείπω', 'αἰσθάνομαι', 'ὁ', 'ὁ', 'καιρός', 'πικρία', '·'], ['ἀπαλλάσσω', 'οὖν', 'σεαυτοῦ', 'ἀπό', 'πᾶς', 'μετέωρος', ',', 'ἵνα', 'ἤδη', 'ποτέ', 'ἀμέριμνος', 'γίγνομαι', 'καί', 'ὁ', 'ἐμός', 'μετεωρίδιον', 'ἤδη', 'ποτέ', 'τύχη', 'ἔχω', 'περί', 'ὁ', 'γλυκείδιον', 'μέλω', 'σύ', 'αἰσθάνομαι', ',', 'ὅτι', 'τρυγίας', 'χράω', 'ὁράω', 'οὖν', ',', 'μή', 'ἀμελέω', 'πολλάκις', 'ὑπό', 'ἐγώ', 'περί', 'οὗτος', 'παρακλάομαι', 'καί', 'οἶδα', 'ὁ', 'ἀνάγκη', ',', 'καί', 'Διονύσιος', 'συντυγχάνω', 'περί', 'ὁ', 'κόφινος', 'ὁ', 'σταφυλή', 'καί', 'πέρας', 'λαμβάνω', 'ὑποδείκνυμι', 'αὐτός', 'περί', 'ἐνοίκιος', 'κόφινος', 'καί', 'τιμή', 'σαργάνη', 'καί', 'περί', 'Ἡρακλᾶς', 'μέλω', 'σύ', ',', 'ὅμοιος', 'δέ', 'καί', 'περί', 'ὁ', 'ὁ', 'Πτόλλαρος', 'αἰσθάνομαι', ',', 'ὅτι', 'καί', 'σύ', 'οὗτος', 'ἀνήκω', 'καί', 'συμφέρω', 'Σισοίς', 'καί', 'Πετσῖρις', 'ἐντέλλω', '·', ''], ['παρακλάομαι', 'δέ', 'συντυγχάνω', 'Γεμεινᾶς', 'καί', 'ἐπιγιγνώσκω', 'περί', 'ὁ', 'ἡμιαρούριον', 'Σουηροῦς', ',', 'ἵνα', 'παραγράφω', 'καί', 'οὗτος', 'οὖν', 'ἐγώ', 'παρέχω', ',', 'ἵνα', 'οἶδα', ',', 'ὅτι', 'ἐγώ', 'φιλέω', 'περί', 'ὁ', 'ὀξίδιον', 'περισσός', 'ποιέω', 'ἔτι', 'σύ', 'περί', 'οὗτος', 'ἐντέλλω', '·'], ['τάσσω', 'σύ', 'ὁ', 'Ἡρακλᾶς', 'ἡμέρα', 'καί', 'παρά', 'Ἰσίδωρος', 'γιγνώσκω', 'περί', 'ὁ', 'ἄλλος', 'οἶδα', 'γάρ', 'ὅτι', ',', 'ἐάν', 'ἐθέλω', ',', 'πᾶς', 'περαιόω', '·'], ['περί', 'πᾶς', 'οὖν', 'μέλω', 'σύ', ',', 'πολλάκις', 'δέ', 'σύ', 'γράφω', 'περί', 'ὁ', 'αὐτός', ',', 'ἵνα', 'μή', 'ἀμελέω', '·'], ['τάχειος', 'δέ', 'καί', 'σύ', 'παραγίγνομαι', ',', 'ἐπεί', 'ὁ', 'ὁ', 'ταυρικός', 'κατεπείγω', '.'], ['ὁ', 'παιδίον', 'σύ', 'ῥώννυμι', '·'], ['ἀσπάζομαι', 'Φαβοῦλλος', 'ὁ', 'ἀδελφός', 'σύ', '.'], ['ῥώννυμι', 'ἐγώ', ',', 'γλυκύς', ',', 'καί', 'ὁ', 'ὀξίδιον', 'ἐγώ', 'κομίζω', '.'], ['Διόσκορως', 'ὁ', 'υἱός', '.', '']]"
73871,2,2,Memnoneia - Djeme,Ἁρποκρᾶς Φθομώθῃ χαίρειν . δὸς Ψενμ̣ώ̣θῃ Πα̣ῶ καὶ Πλήνι Παουώσιο̣(ς) ἀπὸ Φμα̣ῦ γεωργοῖς Λίμνης (πυροῦ) ε εἰς πλήρωσιν (πυροῦ) λε (γίνονται) (πυροῦ) λε . (ἔτους) λγ \Τυβ/⟦αυβ⟧* γ . καὶ ἤδη ποτὲ δὸς τῇ ἐμῇ παιδίσκῃ τὰς τοῦ (πυροῦ) γ 𐅸 .,"[['Ἁρποκρᾶς', 'Φθομώθης', 'χαίρω', '.', ''], ['δίδωμι', 'Ψενμώθης', 'Παω', 'καί', 'Πλῆνις', 'Παουῶσις', 'ἀπό', 'Φμάς', 'γεωργός', 'Λίμνη', 'πυρός', 'ε#', 'εἰς', 'πλήρωσις', 'πυρός', 'λε#', 'γίγνομαι', 'πυρός', 'λε#', '.'], ['ἔτος', 'λγ', 'Τῦβι', 'γ#', '.', ''], ['καί', 'ἤδη', 'ποτέ', 'δίδωμι', 'ὁ', 'ἐμός', 'παιδίσκη', 'ὁ', 'ὁ', 'πυρός', 'γ#', '𐅸', '.']]"
23294,-1,-1,Herakleopolites,κε (ἔτους) Καίσαρος Ἄγη(μα) κω(μο)γρ(αμματέως) ἃς γε[ωργεῖ] ἐκ (τοῦ) Βοήθου β 𐅵 παῤ αὐτ[οῦ] [τὰς] [καθηκούσας] [χειρογραφίας] μ̣ε[τρήσ]ατε τὰς πρ̣οκειμ[ένας],"[['_', ''], ['_', '_', ''], ['_', 'κε#', 'ἔτος', 'Καῖσαρ', '_', ''], ['_', 'Ἄγημα', 'κωμογραμματεύς', 'ὅς', 'γεωργέω', '_', ''], ['_', 'ἐκ', 'ὁ', 'Βόηθος', 'β#', '𐅵', '_', ''], ['_', 'παῤ', 'αὐτός', 'ὁ', 'καθήκω', 'χειρογραφία', 'μετρέω', 'ὁ', 'πρόκειμαι', '_'], ['_', '_', ''], ['_', '_', '']]"
75583,7,7,Hermonthis,[Θεοπέμπτῳ] καὶ Ζαχαρίᾳ ἀπαιτητ(αῖς) . παρ(άσ)χ(εσθε) εἰς χορως κριθ(ῆς) μάτια τεσσεράκοντα γί(νονται) κρ(ι)θ(ῆς) μ(ά)τ(ια) μ μ(όνα) . Φαρμοῦθι ϛ ἰ(ν)δ(ικτίονος) ιδ . σ̣τ̣ο̣ι̣χ̣(εῖ),"[['Θεόπεμπτος', 'καί', 'Ζαχαρίας', 'ἀπαιτητής', '.', ''], ['παρέχω', 'εἰς', '_', '_', '_', '_', 'κριθή', 'μάτιον', 'τεσσαράκοντα', 'γίγνομαι', 'κριθή', 'μάτιον', 'μ#', 'μόνος', '.'], ['Φαρμουθί', 'ϛ#', 'ἰνδικτιών', 'ιδ#', '.', ''], ['_', 'στοιχέω']]"
